user,item
521,70286
521,3578
521,44191
521,72998
521,318
521,32
521,50
532,2291
532,7153
532,48394
532,318
532,5971
532,58559
532,356
532,4878
532,2858
532,7361
534,296
534,480
534,66934
534,80463
534,78499
534,68157
534,69757
534,318
534,81845
534,74458
535,7147
535,35836
535,30793
535,46578
535,2959
535,6539
535,8961
535,2858
535,4226
535,4878
540,46578
540,63082
540,527
540,68237
540,541
540,318
540,64614
540,51255
540,7361
540,1136
546,1265
546,4226
546,3578
546,6377
546,4995
546,1704
546,4963
546,1527
546,2997
546,480
548,4306
548,2959
548,588
548,593
548,2762
548,1721
548,6377
548,296
548,2858
548,500
557,4973
557,480
557,356
557,4306
557,608
557,7361
557,589
557,2571
557,50
557,32
563,2858
563,541
563,4226
563,50
563,2571
563,33794
563,593
563,2959
563,4973
563,32
571,593
571,6539
571,150
571,4226
571,318
571,780
571,50
571,296
571,480
571,1580
572,2762
572,48516
572,4489
572,527
572,6879
572,2231
572,44199
572,47099
572,6323
572,1682
573,5618
573,593
573,2571
573,58559
573,1221
573,7361
573,2959
573,1201
573,4973
573,6016
577,318
577,2959
577,527
577,2858
577,32
577,4878
577,7361
577,33794
577,5445
577,1580
578,1682
578,2657
578,296
578,35836
578,7254
578,4226
578,1136
578,527
578,50
578,19
586,8874
586,79702
586,50
586,296
586,60756
586,4226
586,2571
586,61024
586,69481
586,2959
588,356
588,2571
588,6377
588,480
588,2959
588,6539
588,2762
588,296
588,2858
588,527
598,2571
598,111
598,913
598,2959
598,608
598,593
598,50
598,924
598,750
598,923
604,2762
604,296
604,318
604,2571
604,3578
604,1270
604,480
604,2858
604,595
604,33794
609,593
609,6711
609,1225
609,1080
609,6377
609,32
609,778
609,4034
609,356
609,4995
612,33794
612,8873
612,32587
612,2959
612,318
612,5995
612,356
612,44195
612,296
612,2329
614,527
614,318
614,7153
614,4973
614,6539
614,4878
614,44555
614,48774
614,63082
614,7361
617,6016
617,32
617,296
617,47
617,1136
617,356
617,1089
617,4993
617,7153
617,2571
619,150
619,6218
619,593
619,5299
619,4306
619,1784
619,1246
619,6539
619,6942
619,8360
626,296
626,356
626,2858
626,2571
626,50
626,593
626,2329
626,1193
626,5952
626,527
631,50872
631,69757
631,70286
631,68954
631,480
631,44555
631,72998
631,92259
631,74458
631,63082
633,5952
633,4878
633,2571
633,296
633,2997
633,7153
633,2329
633,50
633,46578
633,58559
637,293
637,7502
637,63082
637,49272
637,64614
637,1527
637,92259
637,68954
637,7361
637,88125
649,47
649,2329
649,7361
649,1270
649,7153
649,2959
649,32
649,1
649,50
649,527
650,1288
650,2997
650,527
650,6807
650,4011
650,318
650,6711
650,1682
650,1193
650,2858
661,590
661,2762
661,1225
661,1961
661,593
661,150
661,1193
661,457
661,1265
661,1
662,1270
662,527
662,6016
662,4995
662,778
662,3949
662,1214
662,6711
662,2762
662,1193
664,2959
664,49272
664,34162
664,8340
664,296
664,32587
664,318
664,8961
664,4226
664,33794
672,55820
672,1193
672,50
672,318
672,2997
672,2858
672,2571
672,541
672,48394
672,6016
689,4226
689,318
689,6539
689,2353
689,1552
689,150
689,32
689,2762
689,3623
689,527
692,89745
692,87232
692,81845
692,73017
692,78499
692,82459
692,7502
692,79132
692,69481
692,91529
693,7153
693,6711
693,47
693,2329
693,527
693,7438
693,2762
693,1270
693,296
693,50
694,6539
694,953
694,8360
694,50872
694,356
694,527
694,5618
694,318
694,3751
694,4973
700,4993
700,4306
700,2329
700,32
700,356
700,2858
700,593
700,527
700,3578
700,2762
710,6502
710,68157
710,2959
710,94864
710,1214
710,70286
710,81591
710,71535
710,68237
710,61240
724,457
724,858
724,2959
724,3578
724,2028
724,527
724,8961
724,260
724,58559
724,4027
729,7361
729,1682
729,51255
729,63082
729,4306
729,51662
729,64614
729,59315
729,44191
729,2329
735,81591
735,70286
735,64839
735,68237
735,7438
735,48774
735,858
735,44191
735,1682
735,296
737,356
737,2959
737,2571
737,4306
737,318
737,7153
737,6539
737,5418
737,4886
737,6377
738,1193
738,1270
738,4973
738,1214
738,2762
738,750
738,527
738,541
738,32
738,1136
739,57669
739,64839
739,72998
739,1721
739,55820
739,4973
739,68954
739,48780
739,79132
739,6711
741,4661
741,1220
741,590
741,2819
741,8228
741,4327
741,3060
741,31923
741,8207
741,7018
742,4973
742,54286
742,5418
742,296
742,7361
742,47
742,50
742,72998
742,318
742,55820
744,832
744,3256
744,2858
744,2353
744,6539
744,2959
744,5299
744,733
744,8665
744,587
748,2858
748,7361
748,318
748,7438
748,50
748,1136
748,541
748,2329
748,2959
748,593
756,7361
756,318
756,4973
756,46578
756,4226
756,6711
756,60069
756,2571
756,55820
756,2959
763,2028
763,4306
763,2959
763,2858
763,2628
763,593
763,150
763,318
763,480
763,1270
768,86190
768,51255
768,60069
768,68954
768,72998
768,74458
768,69122
768,68157
768,70286
768,2959
770,342
770,1136
770,44555
770,1225
770,527
770,296
770,5013
770,2692
770,2324
770,2329
774,296
774,2571
774,50
774,858
774,2858
774,3578
774,1
774,30749
774,5995
774,2959
775,33794
775,1674
775,1994
775,1258
775,2739
775,8622
775,1411
775,2137
775,2363
775,6979
777,1673
777,2908
777,6539
777,1220
777,1208
777,30812
777,16
777,541
777,2174
777,6863
779,1
779,2959
779,8961
779,2716
779,356
779,2858
779,1198
779,110
779,5445
779,2028
784,2571
784,318
784,527
784,2762
784,50
784,356
784,593
784,1
784,2858
784,8961
786,74458
786,593
786,68157
786,70286
786,81845
786,2571
786,318
786,78499
786,69122
786,527
787,2571
787,2329
787,47
787,4226
787,527
787,2858
787,296
787,318
787,2959
787,593
789,480
789,2762
789,1270
789,5952
789,296
789,593
789,2959
789,527
789,356
789,318
804,1265
804,1682
804,50
804,527
804,4886
804,2571
804,6377
804,608
804,858
804,150
808,2571
808,78499
808,68954
808,60069
808,8961
808,356
808,68358
808,70286
808,1136
808,76093
811,527
811,6874
811,1
811,1136
811,318
811,7361
811,6539
811,750
811,541
811,2997
827,6016
827,2329
827,32
827,58559
827,1270
827,527
827,4973
827,6377
827,2858
827,356
828,6539
828,68954
828,2959
828,63082
828,64614
828,4226
828,60069
828,318
828,69122
828,296
829,76093
829,527
829,7361
829,296
829,69757
829,318
829,1270
829,58559
829,74789
829,81845
841,44191
841,318
841,4306
841,2959
841,5952
841,3578
841,4226
841,2858
841,527
841,2762
843,105504
843,99114
843,109374
843,80463
843,104841
843,106920
843,97938
843,4226
843,82459
843,102194
844,44191
844,318
844,6539
844,54286
844,527
844,3578
844,5418
844,51662
844,2959
844,296
846,7361
846,2291
846,2762
846,50
846,2959
846,527
846,593
846,7153
846,356
846,318
847,1270
847,356
847,3996
847,1093
847,293
847,778
847,4226
847,924
847,750
847,2467
854,2858
854,1198
854,260
854,4995
854,296
854,356
854,6539
854,110
854,8961
854,593
864,2959
864,318
864,2571
864,6539
864,296
864,593
864,110
864,3578
864,2762
864,527
865,4973
865,318
865,778
865,2329
865,50
865,32
865,527
865,1193
865,6874
865,32587
866,79091
866,81845
866,97938
866,76093
866,68954
866,63082
866,58559
866,72998
866,60069
866,79132
868,1258
868,1674
868,150
868,3363
868,1198
868,1333
868,750
868,1214
868,2194
868,5995
872,480
872,60069
872,3147
872,58559
872,1035
872,3578
872,2762
872,35836
872,593
872,51662
873,7361
873,5618
873,2329
873,356
873,4306
873,2571
873,527
873,32
873,480
873,4973
878,4995
878,527
878,593
878,50
878,5995
878,2692
878,7323
878,32587
878,2571
878,2997
887,68954
887,593
887,2959
887,63082
887,64614
887,68157
887,72998
887,7361
887,68237
887,296
890,6539
890,6377
890,527
890,780
890,2959
890,7153
890,296
890,150
890,589
890,1580
891,858
891,58559
891,593
891,4226
891,50
891,4993
891,70286
891,2959
891,1214
891,296
893,72998
893,4973
893,54259
893,76093
893,6377
893,60069
893,48394
893,2959
893,318
893,74789
894,2329
894,356
894,527
894,1732
894,7361
894,1206
894,6016
894,58559
894,318
894,2997
898,2959
898,1270
898,593
898,4306
898,2571
898,4973
898,4995
898,1721
898,2858
898,296
902,593
902,4995
902,1527
902,47
902,4226
902,2762
902,4973
902,2329
902,4993
902,5418
910,56367
910,69122
910,55820
910,79132
910,60069
910,54286
910,72998
910,50872
910,46578
910,63082
912,4993
912,4973
912,593
912,318
912,527
912,4226
912,356
912,32
912,7153
912,32587
913,5952
913,1203
913,60069
913,293
913,2858
913,7361
913,4993
913,7153
913,1213
913,55820
915,593
915,2858
915,527
915,2959
915,1193
915,858
915,296
915,318
915,4973
915,356
916,1136
916,7153
916,4993
916,1214
916,608
916,110
916,7361
916,5952
916,2329
916,6377
919,2762
919,32587
919,2571
919,33794
919,4973
919,2028
919,36517
919,5995
919,2858
919,296
923,32587
923,4973
923,527
923,2858
923,48394
923,54286
923,8961
923,1270
923,296
923,356
924,60069
924,318
924,72998
924,4878
924,2571
924,296
924,71535
924,68954
924,69122
924,58559
926,2329
926,780
926,150
926,2028
926,7153
926,4878
926,356
926,4306
926,2858
926,527
932,2858
932,296
932,5445
932,593
932,780
932,1580
932,480
932,2762
932,33794
932,1682
933,2858
933,59784
933,44191
933,356
933,33794
933,7361
933,70286
933,296
933,56367
933,54286
935,480
935,356
935,2858
935,527
935,4973
935,150
935,1682
935,2571
935,6539
935,318
937,2329
937,47
937,60069
937,63082
937,318
937,2571
937,356
937,49272
937,55820
937,58559
940,50
940,30749
940,31878
940,27721
940,5618
940,34542
940,6620
940,8873
940,27912
940,2997
948,50872
948,72998
948,2959
948,81845
948,2571
948,70286
948,68157
948,69122
948,8368
948,33794
949,741
949,58559
949,48774
949,2329
949,50
949,2858
949,27773
949,6283
949,296
949,60069
951,7143
951,33679
951,5445
951,527
951,293
951,44191
951,110
951,780
951,2571
951,593
964,72998
964,318
964,59784
964,480
964,356
964,3578
964,76093
964,4306
964,8360
964,44191
969,1213
969,61240
969,72998
969,356
969,88129
969,71033
969,60069
969,924
969,68237
969,4973
971,1466
971,33794
971,1220
971,3386
971,1208
971,1266
971,6863
971,924
971,2291
971,2571
975,1206
975,1527
975,44555
975,2762
975,2329
975,150
975,6016
975,79132
975,44191
975,858
979,73017
979,356
979,99114
979,7502
979,68157
979,2571
979,296
979,79132
979,70286
979,2959
982,2174
982,592
982,4128
982,8917
982,1589
982,175
982,6711
982,1466
982,3203
982,33493
984,4226
984,457
984,500
984,367
984,2858
984,50
984,165
984,4995
984,780
984,1721
990,4226
990,4886
990,1270
990,110
990,2858
990,4993
990,780
990,318
990,50
990,2571
994,54286
994,58559
994,30749
994,44555
994,48394
994,55820
994,60069
994,49272
994,50872
994,44191
995,8961
995,318
995,6539
995,4973
995,296
995,32
995,2959
995,7361
995,44191
995,7153
997,46578
997,51255
997,2571
997,63082
997,318
997,50872
997,51662
997,49272
997,48394
997,2959
1000,73017
1000,76093
1000,78499
1000,318
1000,296
1000,59315
1000,69122
1000,68237
1000,85414
1000,51662
1001,6377
1001,6539
1001,150
1001,593
1001,364
1001,551
1001,2791
1001,296
1001,1225
1001,4306
1003,4963
1003,480
1003,4306
1003,150
1003,1721
1003,5418
1003,4993
1003,4226
1003,527
1003,318
1015,6377
1015,5952
1015,356
1015,2959
1015,5218
1015,527
1015,4306
1015,318
1015,6539
1015,33794
1016,7361
1016,593
1016,6016
1016,1203
1016,50
1016,4226
1016,2571
1016,750
1016,2959
1016,858
1022,4306
1022,1270
1022,1
1022,54286
1022,6539
1022,4995
1022,2329
1022,150
1022,6874
1022,593
1023,296
1023,4886
1023,2959
1023,527
1023,318
1023,356
1023,6539
1023,2858
1023,6377
1023,8961
1024,527
1024,318
1024,2571
1024,3578
1024,4226
1024,7361
1024,6377
1024,50
1024,6539
1024,4995
1028,2858
1028,72998
1028,50872
1028,593
1028,527
1028,46578
1028,6539
1028,78499
1028,2329
1028,58559
1034,2858
1034,4226
1034,296
1034,2959
1034,2997
1034,2571
1034,589
1034,608
1034,50
1034,924
1036,55820
1036,60069
1036,6016
1036,3949
1036,48394
1036,79132
1036,593
1036,356
1036,296
1036,4226
1048,6016
1048,69757
1048,92420
1048,94864
1048,98961
1048,106782
1048,63082
1048,97938
1048,92259
1048,527
1052,1225
1052,7064
1052,1264
1052,7072
1052,8961
1052,26131
1052,6724
1052,6711
1052,924
1052,8207
1061,2959
1061,780
1061,1270
1061,318
1061,6539
1061,44191
1061,1214
1061,527
1061,5445
1061,33493
1065,1270
1065,69122
1065,63082
1065,44191
1065,68954
1065,50
1065,2329
1065,593
1065,3578
1065,4878
1068,6377
1068,832
1068,1485
1068,1968
1068,4321
1068,19
1068,593
1068,4306
1068,296
1068,520
1073,1265
1073,4993
1073,1580
1073,527
1073,4886
1073,4878
1073,7361
1073,2858
1073,1198
1073,2997
1074,50
1074,2571
1074,4226
1074,6539
1074,2959
1074,318
1074,593
1074,1197
1074,296
1074,4973
1078,4226
1078,8961
1078,50
1078,4886
1078,593
1078,527
1078,1
1078,5989
1078,318
1078,296
1090,4306
1090,6539
1090,2571
1090,6377
1090,296
1090,4886
1090,7153
1090,2858
1090,2959
1090,1923
1094,79132
1094,33794
1094,318
1094,51662
1094,32587
1094,4963
1094,2959
1094,2571
1094,5952
1094,4993
1106,79132
1106,32
1106,318
1106,1198
1106,54286
1106,60069
1106,2959
1106,50
1106,59315
1106,58559
1108,56367
1108,527
1108,5618
1108,2959
1108,50
1108,69757
1108,44191
1108,2858
1108,4226
1108,68157
1141,6711
1141,44191
1141,7361
1141,4973
1141,1225
1141,50872
1141,78499
1141,7502
1141,1214
1141,68157
1145,527
1145,1089
1145,2571
1145,7361
1145,1213
1145,1193
1145,1214
1145,1258
1145,608
1145,32
1147,1206
1147,7361
1147,4973
1147,2858
1147,4226
1147,6711
1147,32
1147,50
1147,44555
1147,2959
1148,2762
1148,1198
1148,356
1148,2959
1148,110
1148,318
1148,527
1148,47
1148,4226
1148,4306
1154,1201
1154,4226
1154,111
1154,527
1154,1221
1154,2959
1154,541
1154,50
1154,16
1154,1213
1155,527
1155,318
1155,2858
1155,1198
1155,356
1155,593
1155,1307
1155,497
1155,150
1155,1225
1158,1527
1158,527
1158,356
1158,480
1158,318
1158,4993
1158,2329
1158,2028
1158,4306
1158,6539
1163,6539
1163,2716
1163,2959
1163,527
1163,2115
1163,3578
1163,296
1163,593
1163,2791
1163,1036
1164,527
1164,356
1164,3578
1164,296
1164,50
1164,2959
1164,33794
1164,110
1164,2858
1164,4226
1165,750
1165,541
1165,4995
1165,910
1165,235
1165,4027
1165,6377
1165,2712
1165,2959
1165,4226
1166,318
1166,296
1166,1527
1166,593
1166,1721
1166,780
1166,4973
1166,3996
1166,3578
1166,4886
1168,4973
1168,44191
1168,1214
1168,50
1168,4878
1168,924
1168,7361
1168,318
1168,2858
1168,527
1175,2959
1175,356
1175,4306
1175,5377
1175,150
1175,4995
1175,4226
1175,1197
1175,2571
1175,7361
1198,592
1198,1265
1198,5952
1198,480
1198,6539
1198,150
1198,2959
1198,2291
1198,1527
1198,7153
1200,16
1200,34048
1200,4848
1200,110
1200,3020
1200,8622
1200,1270
1200,6365
1200,5989
1200,1127
1202,3578
1202,1089
1202,32
1202,4993
1202,5952
1202,48394
1202,7153
1202,1193
1202,356
1202,4973
1206,1517
1206,47
1206,2571
1206,2858
1206,50
1206,8874
1206,7361
1206,4226
1206,6377
1206,51662
1222,4306
1222,2028
1222,150
1222,3578
1222,6539
1222,588
1222,5952
1222,1258
1222,608
1222,111
1226,5952
1226,1270
1226,2571
1226,2959
1226,296
1226,7153
1226,58559
1226,480
1226,356
1226,4993
1227,1265
1227,527
1227,1961
1227,589
1227,2959
1227,2858
1227,1220
1227,6539
1227,2716
1227,4306
1228,6016
1228,903
1228,527
1228,2858
1228,4973
1228,1206
1228,904
1228,2959
1228,908
1228,356
1233,364
1233,1214
1233,3578
1233,344
1233,457
1233,1721
1233,2571
1233,4306
1233,5952
1233,4226
1239,5952
1239,296
1239,68157
1239,318
1239,69122
1239,2959
1239,59315
1239,79132
1239,70286
1239,63082
1244,53953
1244,333
1244,71379
1244,8861
1244,39446
1244,68954
1244,2706
1244,53000
1244,6548
1244,35836
1246,2959
1246,50
1246,50872
1246,4973
1246,1136
1246,2571
1246,527
1246,296
1246,318
1246,8961
1251,4226
1251,356
1251,7361
1251,46578
